Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Trump,Clinton,Other,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
ARG,2016-10-17,2016-10-20,2016-10-21T16:13:25Z,321,Likely Voters - Republican,Live Phone,81.0,10.0,4.0,5.0,http://elections.huffingtonpost.com/pollster/polls/arg-26353,http://americanresearchgroup.com/pres2016/na16-6.html,Nonpartisan,None,,1
ARG,2016-10-17,2016-10-20,2016-10-21T16:13:25Z,323,Likely Voters - independent,Live Phone,45.0,44.0,8.0,3.0,http://elections.huffingtonpost.com/pollster/polls/arg-26353,http://americanresearchgroup.com/pres2016/na16-6.html,Nonpartisan,None,,1
Lucid/The Times-Picayune,2016-10-17,2016-10-19,2016-10-26T19:07:02Z,729,Likely Voters,Internet,35.0,47.0,2.0,9.0,http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26476,https://luc.id/2016-presidential-tracker/,Nonpartisan,None,,1
Rasmussen,2016-10-17,2016-10-19,2016-10-20T12:49:44Z,1500,Likely Voters,IVR/Online,43.0,40.0,6.0,6.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-26284,http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_17_19_2016,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
Quinnipiac,2016-10-17,2016-10-18,2016-10-19T18:33:21Z,1007,Likely Voters,Live Phone,40.0,47.0,2.0,5.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276,http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390,Nonpartisan,None,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1
Quinnipiac,2016-10-17,2016-10-18,2016-10-19T18:33:21Z,,Likely Voters - Democrat,Live Phone,4.0,91.0,1.0,2.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276,http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390,Nonpartisan,None,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1
Quinnipiac,2016-10-17,2016-10-18,2016-10-19T18:33:21Z,,Likely Voters - Republican,Live Phone,80.0,7.0,3.0,4.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276,http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390,Nonpartisan,None,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1
Quinnipiac,2016-10-17,2016-10-18,2016-10-19T18:33:21Z,,Likely Voters - independent,Live Phone,42.0,38.0,3.0,6.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276,http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390,Nonpartisan,None,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1
Quinnipiac,2016-10-17,2016-10-18,2016-10-19T18:33:21Z,1007,Likely Voters,Live Phone,44.0,50.0,1.0,6.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276,http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390,Nonpartisan,None,"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2
Quinnipiac,2016-10-17,2016-10-18,2016-10-19T18:33:21Z,,Likely Voters - Democrat,Live Phone,4.0,93.0,0.0,3.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276,http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390,Nonpartisan,None,"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2
Quinnipiac,2016-10-17,2016-10-18,2016-10-19T18:33:21Z,,Likely Voters - Republican,Live Phone,86.0,10.0,1.0,4.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276,http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390,Nonpartisan,None,"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2
Quinnipiac,2016-10-17,2016-10-18,2016-10-19T18:33:21Z,,Likely Voters - independent,Live Phone,49.0,41.0,1.0,8.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26276,http://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2390,Nonpartisan,None,"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2
YouGov/Economist,2016-10-15,2016-10-18,2016-10-19T20:57:51Z,1032,Likely Voters,Internet,38.0,42.0,4.0,10.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280,https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
YouGov/Economist,2016-10-15,2016-10-18,2016-10-19T20:57:51Z,434,Likely Voters - Democrat,Internet,7.0,83.0,2.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280,https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
YouGov/Economist,2016-10-15,2016-10-18,2016-10-19T20:57:51Z,252,Likely Voters - Republican,Internet,81.0,3.0,2.0,10.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280,https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
YouGov/Economist,2016-10-15,2016-10-18,2016-10-19T20:57:51Z,346,Likely Voters - independent,Internet,37.0,32.0,7.0,15.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280,https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
YouGov/Economist,2016-10-15,2016-10-18,2016-10-19T20:57:51Z,1032,Likely Voters,Internet,43.0,47.0,8.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280,https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/,Nonpartisan,None,,2
YouGov/Economist,2016-10-15,2016-10-18,2016-10-19T20:57:51Z,434,Likely Voters - Democrat,Internet,8.0,86.0,3.0,3.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280,https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/,Nonpartisan,None,,2
YouGov/Economist,2016-10-15,2016-10-18,2016-10-19T20:57:51Z,252,Likely Voters - Republican,Internet,89.0,4.0,6.0,0.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280,https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/,Nonpartisan,None,,2
YouGov/Economist,2016-10-15,2016-10-18,2016-10-19T20:57:51Z,346,Likely Voters - independent,Internet,43.0,40.0,15.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26280,https://today.yougov.com/news/2016/10/19/yougoveconomist-poll-october-15-18-2016/,Nonpartisan,None,,2
FOX,2016-10-15,2016-10-17,2016-10-18T22:15:44Z,912,Likely Voters,Live Phone,39.0,45.0,5.0,6.0,http://elections.huffingtonpost.com/pollster/polls/fox-26259,http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/,Nonpartisan,None,,1
FOX,2016-10-15,2016-10-17,2016-10-18T22:15:44Z,,Likely Voters - Democrat,Live Phone,3.0,87.0,4.0,3.0,http://elections.huffingtonpost.com/pollster/polls/fox-26259,http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/,Nonpartisan,None,,1
FOX,2016-10-15,2016-10-17,2016-10-18T22:15:44Z,,Likely Voters - Republican,Live Phone,80.0,5.0,2.0,5.0,http://elections.huffingtonpost.com/pollster/polls/fox-26259,http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/,Nonpartisan,None,,1
FOX,2016-10-15,2016-10-17,2016-10-18T22:15:44Z,,Likely Voters - independent,Live Phone,38.0,31.0,12.0,12.0,http://elections.huffingtonpost.com/pollster/polls/fox-26259,http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/,Nonpartisan,None,,1
FOX,2016-10-15,2016-10-17,2016-10-18T22:15:44Z,912,Likely Voters,Live Phone,42.0,49.0,1.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fox-26259,http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/,Nonpartisan,None,,2
FOX,2016-10-15,2016-10-17,2016-10-18T22:15:44Z,,Likely Voters - Democrat,Live Phone,4.0,92.0,0.0,4.0,http://elections.huffingtonpost.com/pollster/polls/fox-26259,http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/,Nonpartisan,None,,2
FOX,2016-10-15,2016-10-17,2016-10-18T22:15:44Z,,Likely Voters - Republican,Live Phone,84.0,7.0,2.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fox-26259,http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/,Nonpartisan,None,,2
FOX,2016-10-15,2016-10-17,2016-10-18T22:15:44Z,,Likely Voters - independent,Live Phone,43.0,38.0,3.0,16.0,http://elections.huffingtonpost.com/pollster/polls/fox-26259,http://www.foxnews.com/politics/interactive/2016/10/18/fox-news-poll-october-18-2016/,Nonpartisan,None,,2
Bloomberg/Selzer,2016-10-14,2016-10-17,2016-10-19T12:20:19Z,1006,Likely Voters,Live Phone,41.0,50.0,4.0,5.0,http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-26261,https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rSBkM2tk5hcI/v0,Nonpartisan,None,"If the general election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote? ",1
Bloomberg/Selzer,2016-10-14,2016-10-17,2016-10-19T12:20:19Z,,Likely Voters - Democrat,Live Phone,4.0,93.0,1.0,2.0,http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-26261,https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rSBkM2tk5hcI/v0,Nonpartisan,None,"If the general election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote? ",1
Bloomberg/Selzer,2016-10-14,2016-10-17,2016-10-19T12:20:19Z,,Likely Voters - Republican,Live Phone,85.0,6.0,4.0,4.0,http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-26261,https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rSBkM2tk5hcI/v0,Nonpartisan,None,"If the general election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote? ",1
Bloomberg/Selzer,2016-10-14,2016-10-17,2016-10-19T12:20:19Z,,Likely Voters - independent,Live Phone,38.0,39.0,13.0,9.0,http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-26261,https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rSBkM2tk5hcI/v0,Nonpartisan,None,"If the general election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote? ",1
Bloomberg/Selzer,2016-10-14,2016-10-17,2016-10-19T12:20:19Z,1006,Likely Voters,Live Phone,38.0,47.0,3.0,5.0,http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-26261,https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rSBkM2tk5hcI/v0,Nonpartisan,None,"If the general election were held today, and the candidates were Hillary Clinton for the Democrats, Donald Trump for the Republicans, Gary Johnson for the Libertarian Party, and Jill Stein for the Green Party, for whom would you vote? ",2
Ipsos/Reuters,2016-10-13,2016-10-17,2016-10-19T13:30:33Z,1190,Likely Voters,Internet,39.0,43.0,8.0,10.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
Ipsos/Reuters,2016-10-13,2016-10-17,2016-10-19T13:30:33Z,,Likely Voters - Democrat,Internet,8.0,80.0,5.0,7.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
Ipsos/Reuters,2016-10-13,2016-10-17,2016-10-19T13:30:33Z,,Likely Voters - Republican,Internet,78.0,7.0,8.0,7.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
Ipsos/Reuters,2016-10-13,2016-10-17,2016-10-19T13:30:33Z,,Likely Voters - independent,Internet,39.0,24.0,24.0,12.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
Ipsos/Reuters,2016-10-13,2016-10-17,2016-10-19T13:30:33Z,1190,Likely Voters,Internet,38.0,42.0,4.0,10.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
Ipsos/Reuters,2016-10-13,2016-10-17,2016-10-19T13:30:33Z,,Likely Voters - Democrat,Internet,8.0,78.0,4.0,6.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
Ipsos/Reuters,2016-10-13,2016-10-17,2016-10-19T13:30:33Z,,Likely Voters - Republican,Internet,77.0,8.0,4.0,7.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
Ipsos/Reuters,2016-10-13,2016-10-17,2016-10-19T13:30:33Z,,Likely Voters - independent,Internet,34.0,23.0,11.0,12.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26266,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7420,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
Public Religion Research Institute/The Atlantic,2016-10-12,2016-10-17,2016-10-19T12:31:06Z,692,Likely Voters,Live Phone,36.0,51.0,4.0,6.0,http://elections.huffingtonpost.com/pollster/polls/public-religion-research-institute-the-atlantic-26263,http://www.prri.org/research/prri-brookings-october-19-2016-presidential-election-horserace-clinton-trump/,Nonpartisan,None,,1
Lucid/The Times-Picayune,2016-10-14,2016-10-16,2016-10-26T19:05:15Z,546,Likely Voters,Internet,38.0,43.0,2.0,10.0,http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26473,https://luc.id/2016-presidential-tracker/,Nonpartisan,None,,1
Monmouth University,2016-10-14,2016-10-16,2016-10-17T17:02:31Z,726,Likely Voters,Live Phone,38.0,50.0,3.0,3.0,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-26206,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_101716/,Nonpartisan,None,"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",1
Monmouth University,2016-10-14,2016-10-16,2016-10-17T17:02:31Z,726,Likely Voters,Live Phone,41.0,53.0,3.0,3.0,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-26206,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_101716/,Nonpartisan,None,,2
CBS,2016-10-12,2016-10-16,2016-10-17T22:56:22Z,1189,Likely Voters,Live Phone,40.0,51.0,5.0,5.0,http://elections.huffingtonpost.com/pollster/polls/cbs-26221,http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/,Nonpartisan,None,,1
CBS,2016-10-12,2016-10-16,2016-10-17T22:56:22Z,282,Likely Voters - Democrat,Live Phone,5.0,92.0,1.0,2.0,http://elections.huffingtonpost.com/pollster/polls/cbs-26221,http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/,Nonpartisan,None,,1
CBS,2016-10-12,2016-10-16,2016-10-17T22:56:22Z,254,Likely Voters - Republican,Live Phone,81.0,9.0,5.0,6.0,http://elections.huffingtonpost.com/pollster/polls/cbs-26221,http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/,Nonpartisan,None,,1
CBS,2016-10-12,2016-10-16,2016-10-17T22:56:22Z,242,Likely Voters - independent,Live Phone,39.0,45.0,8.0,7.0,http://elections.huffingtonpost.com/pollster/polls/cbs-26221,http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/,Nonpartisan,None,,1
CBS,2016-10-12,2016-10-16,2016-10-17T22:56:22Z,1189,Likely Voters,Live Phone,38.0,47.0,5.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-26221,http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/,Nonpartisan,None,,2
CBS,2016-10-12,2016-10-16,2016-10-17T22:56:22Z,282,Likely Voters - Democrat,Live Phone,5.0,89.0,3.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cbs-26221,http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/,Nonpartisan,None,,2
CBS,2016-10-12,2016-10-16,2016-10-17T22:56:22Z,254,Likely Voters - Republican,Live Phone,77.0,8.0,3.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cbs-26221,http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/,Nonpartisan,None,,2
CBS,2016-10-12,2016-10-16,2016-10-17T22:56:22Z,242,Likely Voters - independent,Live Phone,36.0,38.0,9.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-26221,http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/,Nonpartisan,None,,2
Rasmussen,2016-10-12,2016-10-16,2016-10-17T12:53:56Z,1500,Likely Voters,IVR/Online,41.0,43.0,5.0,6.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-26195,http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_12_13_16_2016,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
Rasmussen,2016-10-12,2016-10-16,2016-10-17T12:53:56Z,,Likely Voters - Democrat,IVR/Online,16.0,78.0,0.0,2.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-26195,http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_12_13_16_2016,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
Rasmussen,2016-10-12,2016-10-16,2016-10-17T12:53:56Z,,Likely Voters - Republican,IVR/Online,74.0,10.0,7.0,4.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-26195,http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_12_13_16_2016,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
Rasmussen,2016-10-12,2016-10-16,2016-10-17T12:53:56Z,,Likely Voters - independent,IVR/Online,35.0,34.0,10.0,13.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-26195,http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_12_13_16_2016,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
NBC/SurveyMonkey,2016-10-10,2016-10-16,2016-10-18T14:30:39Z,24804,Likely Voters,Internet,43.0,51.0,,6.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-26229,https://www.scribd.com/document/327928411/NBC-News-SurveyMonkey-Toplines-and-Methodology-1010-1016,Nonpartisan,None,"If the 2016 presidential election were being held today among the following candidates, for whom would you vote?   ",1
NBC/SurveyMonkey,2016-10-10,2016-10-16,2016-10-18T14:30:39Z,24804,Likely Voters,Internet,40.0,46.0,4.0,2.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-26229,https://www.scribd.com/document/327928411/NBC-News-SurveyMonkey-Toplines-and-Methodology-1010-1016,Nonpartisan,None,If the 2016 presidential election were being held today among the following candidates for whom would you vote?,2
UPI/CVOTER,2016-10-10,2016-10-16,2016-10-17T15:25:59Z,1325,Likely Voters,Internet,46.0,50.0,4.0,,http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26200,https://www.documentcloud.org/documents/3143743-US16thOct-Report.html,Nonpartisan,None,,1
Politico/Morning Consult,2016-10-13,2016-10-15,2016-10-17T12:15:43Z,1737,Likely Voters,Internet,41.0,46.0,,14.0,http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26194,https://morningconsult.com/2016/10/17/trump-support-slides-vote-rigging-rhetoric-takes-hold/,Nonpartisan,None,,1
Politico/Morning Consult,2016-10-13,2016-10-15,2016-10-17T12:15:43Z,676,Likely Voters - Democrat,Internet,8.0,84.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26194,https://morningconsult.com/2016/10/17/trump-support-slides-vote-rigging-rhetoric-takes-hold/,Nonpartisan,None,,1
Politico/Morning Consult,2016-10-13,2016-10-15,2016-10-17T12:15:43Z,566,Likely Voters - Republican,Internet,82.0,8.0,,10.0,http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26194,https://morningconsult.com/2016/10/17/trump-support-slides-vote-rigging-rhetoric-takes-hold/,Nonpartisan,None,,1
Politico/Morning Consult,2016-10-13,2016-10-15,2016-10-17T12:15:43Z,495,Likely Voters - independent,Internet,39.0,37.0,,24.0,http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26194,https://morningconsult.com/2016/10/17/trump-support-slides-vote-rigging-rhetoric-takes-hold/,Nonpartisan,None,,1
Politico/Morning Consult,2016-10-13,2016-10-15,2016-10-17T12:15:43Z,1737,Likely Voters,Internet,36.0,42.0,3.0,9.0,http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26194,https://morningconsult.com/2016/10/17/trump-support-slides-vote-rigging-rhetoric-takes-hold/,Nonpartisan,None,,2
Politico/Morning Consult,2016-10-13,2016-10-15,2016-10-17T12:15:43Z,676,Likely Voters - Democrat,Internet,6.0,81.0,3.0,4.0,http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26194,https://morningconsult.com/2016/10/17/trump-support-slides-vote-rigging-rhetoric-takes-hold/,Nonpartisan,None,,2
Politico/Morning Consult,2016-10-13,2016-10-15,2016-10-17T12:15:43Z,566,Likely Voters - Republican,Internet,78.0,6.0,1.0,7.0,http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26194,https://morningconsult.com/2016/10/17/trump-support-slides-vote-rigging-rhetoric-takes-hold/,Nonpartisan,None,,2
Politico/Morning Consult,2016-10-13,2016-10-15,2016-10-17T12:15:43Z,495,Likely Voters - independent,Internet,30.0,30.0,6.0,16.0,http://elections.huffingtonpost.com/pollster/polls/politico-morning-consult-26194,https://morningconsult.com/2016/10/17/trump-support-slides-vote-rigging-rhetoric-takes-hold/,Nonpartisan,None,,2
SurveyUSA/Boston Globe/Colby College,2016-10-11,2016-10-14,2016-10-19T14:58:39Z,845,Likely Voters,IVR/Online,36.0,46.0,2.0,11.0,http://elections.huffingtonpost.com/pollster/polls/surveyusa-boston-globe-colby-college-26270,http://www.surveyusa.com/client/PollReport.aspx?g=43152229-1c55-4feb-8b4d-50aeb48c36b1,Nonpartisan,None,,1
SurveyUSA/Boston Globe/Colby College,2016-10-11,2016-10-14,2016-10-19T14:58:39Z,,Likely Voters - Democrat,IVR/Online,5.0,88.0,1.0,5.0,http://elections.huffingtonpost.com/pollster/polls/surveyusa-boston-globe-colby-college-26270,http://www.surveyusa.com/client/PollReport.aspx?g=43152229-1c55-4feb-8b4d-50aeb48c36b1,Nonpartisan,None,,1
SurveyUSA/Boston Globe/Colby College,2016-10-11,2016-10-14,2016-10-19T14:58:39Z,,Likely Voters - Republican,IVR/Online,75.0,13.0,1.0,9.0,http://elections.huffingtonpost.com/pollster/polls/surveyusa-boston-globe-colby-college-26270,http://www.surveyusa.com/client/PollReport.aspx?g=43152229-1c55-4feb-8b4d-50aeb48c36b1,Nonpartisan,None,,1
SurveyUSA/Boston Globe/Colby College,2016-10-11,2016-10-14,2016-10-19T14:58:39Z,,Likely Voters - independent,IVR/Online,34.0,34.0,4.0,16.0,http://elections.huffingtonpost.com/pollster/polls/surveyusa-boston-globe-colby-college-26270,http://www.surveyusa.com/client/PollReport.aspx?g=43152229-1c55-4feb-8b4d-50aeb48c36b1,Nonpartisan,None,,1
Lucid/The Times-Picayune,2016-10-11,2016-10-13,2016-10-26T19:03:30Z,553,Likely Voters,Internet,36.0,45.0,2.0,10.0,http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26470,https://luc.id/2016-presidential-tracker/,Nonpartisan,None,,1
NBC/WSJ,2016-10-10,2016-10-13,2016-10-16T14:23:52Z,905,Likely Voters,Live Phone,37.0,48.0,5.0,3.0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-26190,http://www.wsj.com/public/resources/documents/16991NBCWSJMiddleOctoberPoll.pdf,Nonpartisan,None,"If the next election for president were held today, with Donald Trump as the Republican candidate, Hillary Clinton as the Democratic candidate, Gary Johnson the Libertarian candidate, and Jill Stein the Green Party candidate for whom would you vote?",1
